Maker Wise Vehicle Category Data  For All State ( Till Today ),,,,,,,,,,,,,,,,,,,
S No,                      Maker                       ,Vehicle Category ,,,,,,,,,,,,,,,,,     TOTAL     
,,,,,,,,,,,,,,,,,,,
,,2WIC,2WN,2WT,3WIC,3WN,3WT,4WIC,HGV,HMV,HPV,LGV,LMV,LPV,MGV,MMV,MPV,OTH,
3674,MULLAI INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,1,14
3675,M U LTD,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
3676,MULTI AGENCY,0,0,0,0,0,0,0,0,0,0,254,0,0,1,0,0,0,255
3677,MULTI DIMENSIONAL SOLUTIONS,0,0,0,0,0,50,0,1,0,0,1,5,1,0,1,0,0,59
3678,MUNDE MECHANICAL WORKS,0,0,0,0,0,17,0,0,0,0,0,36,0,0,1,0,312,366
3679,MUNNA TRAILERS,0,0,0,0,0,0,0,0,0,0,5,279,0,0,0,0,0,284
3680,MURAGEPPA AGRO INDUSTRIES,0,2,0,0,0,0,0,0,0,0,1,136,0,0,0,0,0,139
3681,MURALI KRISHNA AGRO INDUSTRIES,0,0,0,0,0,0,0,0,1,0,5,56,0,0,0,0,0,62
3682,MURARI ENGINEERING WORK SHOP,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13
3683,MURGAN TRACTOR,0,106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107
3684,MURLIDHAR AGRO ENGINEERING,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25
3685,MURLIDHAR TRAILER,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
3686,MURUGESH TRAILERS,0,1,0,0,0,0,0,1,5,0,1,3,0,0,0,1,3,15
3687,MUSOOTI AUTO GARAGE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3688,MUSTAFA TRAILERS,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
3689,MUTHULASKSHMAI TAILERS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3
3690,MUTHUR AGRO ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,6,139,0,0,0,0,0,145
3691,MUTR HILL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3692,MV AGUSTA INDIA PVT LTD,0,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,42
3693,MV AGUSTA MOTOR S.P.A,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27
3694,MVM MOTORS PRIVATE LIMITED,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,27
3695,M V TRAILER,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,5,44
3696,M.W.G VEHICLES LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3697,MYLARALINGESHWARA ENGG WORKS,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,56
3698,MYSORE AGRO INDUSTRIES,0,9,0,0,0,0,0,1,0,0,59,250,0,1,0,0,0,320
3699,MYSORE MOTORS,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,9
3700,MYTRAH MOBILITY PVT LTD,0,1,0,0,0,0,0,0,0,278,0,2,0,0,0,0,0,281
3701,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,0,4,0,0,0,"13,849",0,0,0,0,1,1,0,0,0,0,1,"13,856"
3702,NAAZ AUTO ENGG WORKS,0,0,0,0,0,0,0,0,0,0,18,534,0,0,0,0,0,552
3703,NABHA AGRO WORKS,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,32,37
3704,NABHKIRAN AGRO IND.,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,31,58
3705,NABHKIRAN AGRO INDUSTRIES,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,19
3706,NABH MOTORS PVT LTD,0,3,0,0,1,268,0,0,0,0,2,11,0,0,1,0,10,296
3707,NABINA WELDING,0,2,0,0,0,1,0,0,0,0,467,2,0,0,0,0,0,472
3708,NABINA WELDING BHANJANAGAR BYPASS ROAD,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
3709,NACCO M H LTD T  HYSTER,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,5
3710,NADAF FAB AND ENGG WORKS,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
3711,NAEIM ENGINRING OWRKS,0,0,0,0,0,0,0,110,0,0,"1,167",0,0,0,0,0,1,"1,278"
3712,NAFISA ENGINEERING WORKS,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,11
3713,NAGAJYOTHI MUNEESWARAREDDY CIDHAREDDYAP60060072023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3714,NAGAKAWA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
3715,NAGAPPA AUTO,0,38,0,0,0,1,0,2,1,0,2,4,1,0,0,0,1,50
3716,NAGDEV AGRICULTURAL,0,0,0,0,0,0,0,0,0,0,85,4,0,0,0,0,0,89
3717,NAGENDRA AGRICULTURE,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
3718,NAGENDRA AGRO LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3719,NAGESH ENTERPRIES,0,2,0,0,0,2,0,1,0,0,123,59,2,1,0,0,0,190
3720,NAGORI ENGINEERING WORKS,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,20
3721,NAGUL SHARIEF ENGG WORKS,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27
3722,NAHAK MOTORS PVT LTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3723,NAIK ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,62
3724,"NAIK TROLLEY AND IMPL,SNG",0,0,0,0,0,0,0,0,3,0,"2,654",11,0,0,0,0,1,"2,669"
3725,"NAIK TROLLEY&IMPLS,BHEDABAHAL",0,0,0,0,0,0,0,1,0,0,779,1,0,0,0,0,0,781
3726,NAJ AGRO INDUS. DMT.,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32
3727,NAMAH INDUSTRIES PVT LTD,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,845
3728,NAMAKKAL TRAILERS,0,942,0,0,0,5,1,9,19,0,73,"4,482",13,3,2,0,6,"5,555"
3729,NAMMA MOTORS PVT LTD,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,7
3730,NAMORI AUTO GARAGE,0,0,0,0,0,25,0,0,0,0,24,0,0,0,0,0,1,50
3731,NANDA ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,54
3732,NANDA MOTORS,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
3733,NANDEESHWAR INDUSTRIES,0,0,0,0,0,0,0,0,0,0,14,93,0,0,0,0,0,107
3734,NANDEESH  MOTORS,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,8
3735,NAND ELECTRIC MOTOR VEHICLE PVT LTD,0,0,0,0,0,67,0,0,0,0,1,1,0,0,0,0,0,69
3736,NANDI AGRO ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,33
3737,NANDI AGRO TRAILER,0,0,0,0,0,0,0,0,0,0,8,32,0,1,0,0,0,41
3738,NANDI ENGINEERING INDUSTRY,0,0,0,0,0,0,0,0,0,0,38,179,0,0,0,0,0,217
3739,NANDI ENGINEERING WORKS,0,5,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,94
3740,NANDI INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,63
3741,NANDINI ENGINEERING WORKS,0,0,0,0,0,0,0,2,0,0,130,550,0,7,0,0,1,690
3742,NANDI TRAILERS,0,0,0,0,0,0,0,0,0,0,65,333,0,1,0,0,0,399
3743,NANHERA AGRO WORKS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,15
3744,NANJING SUNNY,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,5
3745,NANJING VMOTO (IMPORTER: FORTUNEV),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3746,NANJUNDESHWARA ENGG WORKS,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4
3747,NANNHRAY AGIRCULTURE WORKS,0,2,0,0,0,37,0,0,0,0,0,1,0,0,0,0,11,51
3748,NANYA AIRCONN PVT LTD,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,3,26
3749,NARAINDASS AND SONS,0,16,0,0,0,70,0,0,0,0,2,3,0,0,0,0,1,92
3750,NARAIN KRISHI ENGINEERING,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,17
3751,NARAYAN AGRO EQUIPMENT,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
3752,NARAYAN ENGINEERING WORKS,0,16,0,0,0,0,0,2,0,0,77,2,0,0,0,0,0,97
3753,NARAYANI AGRO INDUSTRIES.,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
3754,NARAYAN INDUSTRIES,0,0,0,0,0,0,0,3,0,0,65,0,0,0,0,0,0,68
3755,NAREN AGRO IMPLIMENTS,0,0,0,0,0,0,0,0,0,0,39,7,0,1,0,0,0,47
3756,NARENDRA INDUSTRIES,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9
3757,NARESH ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,175,1,0,0,0,0,0,176
3758,NARESH STEEL AGRO INDUSTRIES,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,12
3759,NARIKALA INDO TECH,0,"2,075",0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,"2,163"
3760,NARINDERA AGRO WORKS,0,0,0,0,0,0,0,0,0,0,8,11,0,0,1,0,196,216
3761,NARMADA CHEMTECH DAHOD,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,109
3762,NARMADA INDUSTRIES,0,512,0,0,0,5,0,7,0,0,225,45,4,2,0,1,1,802
3763,NARNE MOTORS PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3764,NASEER WELDING  CENTRE,0,835,0,0,0,0,0,0,0,0,31,158,0,1,0,0,0,"1,025"
3765,NASIB AUTO,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,8
3766,NASIR ENGINEERING WORKSHOP,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
3767,NASWAR DEAL COMM P LTD,0,443,0,0,8,884,0,0,0,0,237,0,0,0,0,0,0,"1,572"
3768,NATARAJ ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,56
3769,NATH AGRO IMPLEMENTS PVT LTD,0,0,0,0,0,1,0,0,0,0,20,244,0,0,0,0,2,267
3770,NATIONAL AGRO.,0,10,0,0,0,1,0,40,0,0,"2,175",24,0,3,0,0,13,"2,266"
3771,NATIONAL AUTO IND.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3772,NATIONAL ENGG WORKS,0,3,0,0,0,2,0,11,0,0,"1,388",66,1,5,1,0,3,"1,480"
3773,NATIONAL FARM MACHINERY,0,0,0,0,0,0,0,2,0,0,214,24,0,0,0,0,0,240
3774,NATIONAL INDUSTRIES,0,49,0,0,0,9,0,6,104,1,175,632,4,2,6,0,24,"1,012"
3775,NATIONAL IRON WORKS,0,0,0,0,0,0,0,0,0,0,144,2,0,5,0,0,0,151
3776,NATIONAL OILWELL VARCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
3777,NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3778,NATRAJ AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,0,0,32
3779,NATRAJ ENGINEERING,0,2,0,0,0,0,0,0,0,0,"1,533",8,0,3,1,0,0,"1,547"
3780,NAVABHARAT ENGINEERING WORKS,0,7,0,0,0,0,0,0,0,0,7,57,0,0,0,0,0,71
3781,NAVAKARNATAKA MOTORS BELLARY,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
3782,NAVBHARAT ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3
3783,NAVDURGA AGRO,0,0,0,0,0,0,0,0,0,0,129,0,0,44,0,1,0,174
3784,NAVDURGA ENGI,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20
3785,NAVDURGA ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4
3786,NAVDURGA MECHANIC WORKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21
3787,NAVDURGA MECHINICAL WORK,0,0,0,0,0,0,0,0,0,0,34,0,0,8,0,0,1,43
3788,NAVDURGA SALES CORPO.,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
3789,NAVDURGA TRAILERS,0,0,0,0,0,0,0,13,0,0,3,11,0,0,2,0,0,29
3790,NAVEEN AGRO,0,0,0,0,0,0,0,0,0,0,27,458,0,0,0,0,0,485
3791,NAVEEN INDUSTRIES,0,11,0,0,0,0,0,33,0,0,183,29,0,1,0,0,1,258
3792,NAVIGATOR LINCON,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
3793,NAVIKERE INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
3794,NAVISTAR AUTO LTD,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
3795,NAVITA MOTOR GUARAGE,0,0,0,0,0,0,0,4,0,0,26,0,0,0,0,0,0,30
3796,NAV JIVAN TRAILOR,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18
3797,NAVNATH TRAILER,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
3798,NAVNIT MOTORS PVT LTD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
3799,NAWANDAR AGRO INDUSTRY,0,0,0,0,0,0,0,0,0,0,4,230,0,0,0,0,1,235
3800,NAWSEET A/R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3801,NAYAK ASSOCIATES,0,3,0,0,0,0,0,6,0,0,468,7,0,0,0,0,8,492
3802,NAYANA TRAILERS,0,0,0,0,0,0,0,0,0,0,3,99,0,6,0,0,0,108
3803,NAZAR SINGH AND SONS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,57
3804,NAZAR SINGH & SONS,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,166,171
3805,NBC ENGINEERING PVT LTD,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5
3806,N B ENGINEERS,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,9
3807,NB TURNED  COMPONENTS PVT LTD,0,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,76
3808,N.D. INDUSTRIES,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,28
3809,NDS ECO MOTORS PVT LTD,0,421,578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1,000"
3810,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,0,0,0,0,0,"4,543",0,0,0,0,33,0,0,0,0,0,12,"4,588"
3811,NEELAM AGRO EQUIP,0,0,0,0,0,1,0,0,0,0,87,9,0,2,0,0,0,99
3812,NEELAM CYCLE,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,82
3813,NEEL ENGINEERING EQUIPMENT P,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,8
3814,NEELESH STEEL FABRICATORS,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
3815,NEELKANTH AGRO IND,0,0,0,0,0,0,0,0,0,0,45,1,0,0,1,0,1,48
3816,NEELKANTH ENGINEERING WORKS,0,1,0,0,0,0,0,3,0,0,333,5,0,29,0,0,0,371
3817,NEELKANTH FABRICATORS,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,0,0,10
3818,NEELKANTH FABRICATORS PVT LTD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
3819,NE EQUIPMENT SOLUTIONS PVT LTD,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3
3820,NEERAJ AGRICULTURE,0,0,0,0,0,0,0,67,0,0,"1,063",7,0,3,0,0,2,"1,142"
3821,NEERAJ AGRO INDUSTRIES,0,0,0,0,0,0,0,34,0,0,697,46,0,4,0,0,0,781
3822,NEERAJ MOTORS PVT LTD,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,47
3823,NEGSOVA AGRO INDL LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3824,NEHA AGRICULTURE,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,459
3825,NEHA FABRICATION,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,63
3826,NELESH STEEL FABRICATORS,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,17
3827,NENSI AGRO IND,0,0,0,0,0,0,0,0,0,0,58,2,0,0,0,0,0,60
3828,NETRAVATI AGRI EQUIPEMENTS,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,325
3829,NEUON MOTORS LLP,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,221
3830,NEW AADARSH ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3831,NEW AGE INDUSTRIES,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
3832,NEW AMAN TRAILER WORKS,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
3833,NEW ANAND ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,46
3834,NEW ARCANA INDIA,0,0,0,0,0,"6,515",0,0,1,0,7,20,0,0,0,0,1,"6,544"
3835,NEW BAHUCHARAJI INDUSTRIES,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
3836,NEW BAJAJ INDUSTRIES,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
3837,"NEW BALAJI TRACTOR,RAJURA",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3838,NEW BENGAL IMPLIMENTS,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
3839,NEW BHARAN AGENCIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3840,NEW BHARAT AGRICULTURAL WORKS,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31
3841,NEW BHARAT AGRI INDUSTRIES,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16
3842,NEW BHARAT TRAILER,0,4,0,0,0,1,0,0,2,0,36,176,2,0,0,0,1,222
3843,NEW BHVANI AGRO INDUSTR,0,0,0,0,0,0,0,0,0,0,54,2,0,1,0,0,0,57
3844,NEW BIHAR ENG WORK SHOP,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,33
3845,NEW BISHWANATH ENG WORK SHOP,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,42
3846,NEW B K ENGG WORKS,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13
3847,NEW BODY CENTER,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21
3848,NEW BOMBAY TRAILER WORKS,0,0,0,0,0,0,0,0,0,0,1,184,0,0,0,0,1,186
3849,NEW CHAWLA INDUSTRIES,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0,764
3850,NEW DANO ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
3851,NEW DASHMESH ENGG. WORKS,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,21
3852,NEW DEVE AGRO WORKS,0,0,0,0,0,0,0,0,0,0,3,14,0,0,7,0,196,220
3853,NEW DEWAN AGRO TECH,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
3854,NEW DHIMAN AGRO TESH (REGD.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3855,NEW DNYANRAJ TRAILORS,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,320
3856,NEW DURGA ENGINEERING,0,0,0,0,0,0,0,0,0,0,"2,048",8,1,24,0,0,2,"2,083"
3857,NEW EXPLORER ELECTRONIC,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3858,NEW FAMOUS TRAILOR,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
3859,NEW FRIENDS INDUSTRIES,0,3,0,0,0,0,0,0,0,0,3,26,0,2,0,0,113,147
3860,NEW GAHIR AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,396,400
3861,NEW GOBIND AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87
3862,NEW GOLDEN AGRICULTURE,0,1,0,0,0,0,0,0,0,0,951,140,0,72,0,0,3,"1,167"
3863,NEW GUJARAT ENG,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8
3864,NEW GURDIAL AGRO INDUSTRIES,0,19,0,0,0,0,0,1,0,0,1,42,0,0,4,0,314,381
3865,NEW GURDIAL AGRO INDUSTRIES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,54,0,1,9,0,"1,054","1,118"
3866,NEW HAJEE HATELI ENGG.WORKS,0,0,0,0,0,0,0,0,0,0,7,86,0,2,0,0,1,96
3867,NEW HIND AGRO PVT LTD,0,0,0,0,0,0,0,0,0,0,12,125,0,1,6,0,140,284
3868,NEW HIND AGRO PVT. LTD,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,77,97
3869,NEW HIRA FARM EQUIPMENT PVT LTD,0,0,0,0,0,0,0,0,0,0,3,21,0,0,1,0,8,33
3870,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,0,106,0,0,1,24,0,79,6,0,353,"3,758",0,173,127,0,338,"4,965"
3871,NEW HOLLAND FIAT INDIA PVT. LTD.,0,0,0,0,0,0,0,0,4,0,127,"36,006",0,5,74,0,49,"36,265"
3872,NEW INDIA TRACTORS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
3873,NEW INDIA TRAILER,0,1,0,0,0,0,0,0,0,0,106,185,1,0,2,3,5,303
3874,NEW JANTA QUALITY TRAILOR,0,0,0,0,0,0,0,0,0,0,2,118,0,0,0,0,0,120
3875,NEW JOTHI ENGINEERING WORKS,0,0,0,0,0,0,0,1,4,0,1,11,0,3,0,0,2,22
3876,NEW JYOTI INDUSTRIES,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4
3877,NEW JYOTI IRON,0,0,0,0,0,2,0,0,0,0,10,0,0,2,0,0,0,14
3878,NEW KALLESHWARA INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36
3879,NEW KARNATAKA TRAILERS,0,1,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,178
3880,NEW KGN STEEL ENTERPRISES,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,144
3881,NEW KISAN ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,128,474,0,0,0,0,0,602
3882,NEW KRISHIDHAN AGRO ENG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3883,NEW KRISHNA ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,22,1,0,6,0,0,0,29
3884,NEW KUMAR AND KUMAR TRAILER,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4
3885,NEW LEADER AGRO ENGINEERING WORKS AP1514223723,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6
3886,NEW MAHARASTRA TRAILORS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
3887,NEW MALLIKARJUNA ENG WORKS,0,0,0,0,0,0,0,0,0,0,21,"4,728",0,0,0,0,0,"4,749"
3888,NEW MANISH AUTO GARAGE,0,0,0,0,0,36,0,0,0,0,12,2,0,0,0,0,0,50
3889,NEW MANJUNATHA WELDING WORKS,0,2,0,0,0,0,0,0,0,0,6,107,0,0,0,0,0,115
3890,NEW MARTHWADA QUALITY TRAILOR,0,0,0,0,0,0,0,0,0,0,2,180,0,0,0,0,1,183
3891,NEW MAULI ENTERPRISES,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,46
3892,NEW METAL  INDIA,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,37
3893,NEW MILAN ENG.WORKS,0,0,0,0,0,0,0,7,0,0,462,0,0,0,0,0,0,469
3894,NEW MYSORE ENG. WORKS,0,149,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,172
3895,NEW PRAVEEN TRAILERS,0,16,0,0,0,0,0,1,0,0,0,245,0,0,0,0,6,268
3896,NEW PRINCE 930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
3897,NEW PURAN SINGH AND SONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
3898,NEW RADIUM AGRO ENGG WORKS,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,40
3899,NEW RAJASTHAN ENG WORKS,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4
3900,NEW RAJSTHAN STEEL INDU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3901,NEW R.B.ENGG WORKS,0,0,0,0,0,0,0,0,0,0,9,118,0,0,0,0,6,133
3902,NEW ROCK CUTTING CO.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3903,NEW SALVERAJ,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,0,34
3904,NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,26
3905,NEW SANJAY AGRO INDUSTRIES LTD,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
3906,NEW SHAH INDUS AND WORKSHOP,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,293
3907,NEW SHAMA ENG WORKS,0,0,0,0,0,0,0,0,0,0,1,215,0,0,0,0,0,216
3908,NEW SHIMOGA TRACTORS,0,0,0,0,0,0,0,0,0,0,2,160,0,0,0,0,0,162
3909,NEW SHIVAM AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
3910,NEW SHIVSHAKTI TRAILORS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3911,NEW SHRI DURGA ENGG. WORKS,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,258
3912,NEW SHRIJI ENGINEERING WORKS,0,0,0,0,0,45,0,0,0,0,10,0,0,0,0,0,0,55
3913,NEW SHRI NIWAS AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10
3914,NEW SHRI SAI AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,16
